post_id,platform_id,kw_id,platform_name,keyword,title,content_text,view_count,comment_count,posted_date,region,like_count,price
227694748,3,3,중고나라,1회,쥬세페 자노티 빅 크리스탈 플랫 샌들 박스 더스트 1회 착용,"정품 쥬세페 자노티
블랙에 빅 스와로브스키 크리스탈 플랫
크리스탈이 큰것은 더 비싸요
35 사쥬로 
좀 크게나와 한국 225. 230 잘 맞으세요 
착샷 발등높은 230
1회 조심히 신어 거의 새상
박스와 더스트 까지 풀셑 입니다

바닥 비브람대면 무거워서
그냥 3 m 제가 붙였어요
싫으시면 떼고 신으시면 됩니다",60,0,2026-06-19,,0,235000
228367009,3,3,중고나라,1회,나이키 에어맥스 플라이니트(225) (1회 사용 상품),"?? 제품명
??나이키 에어맥스 플라이니트(225)
(1회 사용 상품입니다)",19,0,2026-06-19,,0,10000
229550927,3,3,중고나라,1회,"미포넷 ( 미푸넷) 핑크 수영 스커트 10y (1회 착용, 거의 새상품)","기존 수영복이랑 색상이 같은 줄 알고 샀는데 다른 색이라 한 번 입고 못입었네요.

얼룩, 세탁감 당연히 없고
그냥 거의 새상품이라 보시면 됩니다.
손빨래로 1회 세탁했어요.


반값 2000
일반 3500원 추가",26,0,2026-06-19,,2,20000
229519075,3,3,중고나라,1회,40만원.1회착.정품) 18m 버버리 키즈 베이비 블라우스 퍼프소매,"정품 버버리키즈 퍼프소매 블라우스 입니다.
표기사이즈 18m이구요.
40만원대 정가에 구매. 1회 잠시 착용.
실측 가슴반품29cm,총장30cm(2y사이즈도 맞는사이즈이니 실측사이즈로 확인 해보세요).
면바지나 청치마 어떻게 코디해도 예쁘고 고급스러운 블라우스 입니다. 사진찍을때나 특별한날 입히세요^^.
뉴라벨 최신상인데 저렴히 올려서
가격은 고정입니다(19만원에 올라온것도 있네요.
가격 더이상 안내려요).
지금부터 예쁘게 입히세요^^.


*일반택배 무료배송(쿨거래시 우체국택배).",122,0,2026-06-19,,1,70000
229281225,3,3,중고나라,1회,"카큐 카오스큐브 cp 100,000cp 1회남음",cp 선발송 드립니다 1회만 판매가능,169,7,2026-06-19,,0,44000
229810919,3,3,중고나라,1회,아디다스 축구화 230사이즈.1회착.,"아디다스 축구화 230사이즈입니다.
동아리에서 신는다고 구매했는데 한번 참석하고 동아리 변경되서 판매합니다.
블랙 레드 조합이라 베이직하면서 깔끔한 디자인입니다.
당연 하자없고 실상태 그대로 디테일하게 찍었네요.
직거래는 서울 상계동 빠른거래합니다.택배거래 가능.",4,0,2026-06-19,,0,20000
229566267,3,3,중고나라,1회,닌텐도스위치 마인크래프트 정품타이틀.1회사용.,"선물로 토이저러스에서 구매했으나 사용하지 않아 빠른판매합니다.
아이가 하루 돌려봤고 전용 진열장 보관된지라 비닐만 뜯은 새거라 보시면 되겠네요.
직거래는 서울 상계동 빠른거래합니다.네고문의사양.",24,0,2026-06-19,,0,30000
226578776,3,3,중고나라,1회,(편의점택배택포)발레슈즈(1회착용),"발레 슈즈입니다.
발레 슈즈는 1번 신어 보고 애가 발레를 안한다 그래서 사용을 못 했습니다. 
자로 잰 사이즈 15cm입니다.",21,0,2026-06-19,,0,7000
229783475,3,3,중고나라,1회,"맥북 M1 실버 13인치 (사이클 36회,성능100%,매직마우스1,거치대)","촬영 소품으로 사용 후 장기간 보관하다가 판매합니다.

외관 찍힘이나 파손 없이 상태 매우 양호하며 합니다.
초기화 완료하여 바로 사용 가능합니다.

사이클 36회, 배터리 100% 입니다 .

구성품

- 맥북 에어 M1 본체
- 정품 충전기
- 매직마우스 1 (생활잔기스)
- 노트북 거치대 (개인 구매) [애플x]

제품 정보

- M1 칩
- 메모리 8GB
- SSD 256GB
- 배터리 사이클 36회
- 배터리 성능 최대치 100%

직거래 시 직접 상태 확인 후 거래 가능합니다.
☆택배비 별도☆",35,1,2026-06-19,,0,600000
229421807,3,3,중고나라,1회,실착용1회 260-265(41) 베로니카포런던 수제화 남자구두,"실착용1회 
인터넷에서 268000 나와 있어요 
브랜드:베로니카포런던 
사이즈:260-265(41)
색상:사진참고 
소재:가죽 
상태:너무너무 좋아요 
하자:전혀없습니다 
세탁:오염없어요 클리닝 완료 
굽높이:3-4 
착한가격에 올립니다 
가격:15만원",47,0,2026-06-19,,0,150000
229421705,3,3,중고나라,1회,실착용1회 브릭스가방 이태리 명품가방입니다,"이태리 명품가방입니다 
선물받고 1회했어요 
가방안에 더스트백.보증표도 있어요
브랜드: 브릭스 
색상:사진참고 
소재:가죽 
상태:너무너무 좋아요 
하자:전혀없어요 '
세탁:오염 없어요 
Made in:Italy 
가격:15만원",74,1,2026-06-19,,1,150000
229615339,3,3,중고나라,1회,슈콤마보니 슬링백 (1회착용,"365 
굽 약 8~9
1회착용 으로 상태 좋아요 
쿠션있어 착화감 좋아요
깔창 쪽 주름은 쿠션이라 그래요
정가는 328000원 입니다 
착샷 사진은 칼발 240 입니다
235사이즈는 편하게 잘 맞고 통통 230도 가능할것 같고 칼발 240은 타이트하게 맞아요 사진보시고 구매자님 선택해주시길 !!!!
꼼꼼히 체크는 하겠지만 미처 발견하지 못한 오염이 있을수 있습니다 
중고이니 예민하신 분은 패스해주세요
환불 반품 안됩니다 
이것저것 따지시는분은 백화점으로 고고하십쇼 
네고문의 답장 안합니다 
없는 상품이 있으니 메세지 먼저 주세요",30,0,2026-06-19,,0,70000
229411902,3,3,중고나라,1회,슈콤마보니 슬링백 (1회착용,"365 
굽 약 8~9
1회착용 으로 상태 좋아요 
쿠션있어 착화감 좋아요
깔창 쪽 주름은 쿠션이라 그래요
정가는 328000원 입니다 
착샷 사진은 칼발 240 입니다
235사이즈는 편하게 잘 맞고 통통 230도 가능할것 같고 칼발 240은 타이트하게 맞아요 사진보시고 구매자님 선택해주시길 !!!!
꼼꼼히 체크는 하겠지만 미처 발견하지 못한 오염이 있을수 있습니다 
중고이니 예민하신 분은 패스해주세요
환불 반품 안됩니다 
이것저것 따지시는분은 백화점으로 고고하십쇼 
네고문의 답장 안합니다 
없는 상품이 있으니 메세지 먼저 주세요",44,0,2026-06-19,,0,70000
229349850,3,3,중고나라,1회,슈콤마보니 슬링백 (1회착용,"365 
굽 약 8~9
1회착용 으로 상태 좋아요 
쿠션있어 착화감 좋아요
깔창 쪽 주름은 쿠션이라 그래요
정가는 328000원 입니다 
착샷 사진은 칼발 240 입니다
235사이즈는 편하게 잘 맞고 통통 230도 가능할것 같고 칼발 240은 타이트하게 맞아요 사진보시고 구매자님 선택해주시길 !!!!
꼼꼼히 체크는 하겠지만 미처 발견하지 못한 오염이 있을수 있습니다 
중고이니 예민하신 분은 패스해주세요
환불 반품 안됩니다 
이것저것 따지시는분은 백화점으로 고고하십쇼 
네고문의 답장 안합니다 
없는 상품이 있으니 메세지 먼저 주세요",59,0,2026-06-19,,0,70000
229636638,3,3,중고나라,1회,[백화점판/1회착용] L / 스톤아일랜드 맨투맨,"제품명: 스톤아일랜드 맨투맨 

사이즈: L size

상태: S+

구성품: 본품

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

명품감정사 1급 자격 보유 중, 여러 차례 검수 후 업로드합니다. 

가품인 경우 100% 환불, 그 외에 환불 및 교환 불가합니다. 

직거래 또는 계좌거래만 하는 점 양해 부탁드립니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

N: 새상품 상태 

S+: 사용감 거의 없는 최상급 상태 

S: 전체적으로 깨끗한 상급 상태 

A+: 사용감은 있으나 관리 잘 된 양호 상태 

A: 일반적인 중고 상태 

* 등급은 주관적 판단이며, 상세 상태는 사진 참고 부탁드립니다.",45,0,2026-06-19,,0,250000
229777492,3,3,중고나라,1회,[1회착용/풀구성] 루이비통 그라데이션 오거나이저 카드지갑,"제품명: 루이비통 그라데이션 오거나이저 
* NFC 

사이즈: One size

상태: S+

구성품: 박스, 더스트백, 명함, 영수증, 본품, 등 

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

명품감정사 1급 자격 보유 중, 여러 차례 검수 후 업로드합니다. 

가품인 경우 100% 환불, 그 외에 환불 및 교환 불가합니다. 

직거래 또는 계좌거래만 하는 점 양해 부탁드립니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

N: 새상품 상태 

S+: 사용감 거의 없는 최상급 상태 

S: 전체적으로 깨끗한 상급 상태 

A+: 사용감은 있으나 관리 잘 된 양호 상태 

A: 일반적인 중고 상태 

* 등급은 주관적 판단이며, 상세 상태는 사진 참고 부탁드립니다.",16,0,2026-06-19,,0,600000
229545643,3,3,중고나라,1회,[26년식/1회착용] 루이비통 피그먼트 오거나이저 카드지갑,"제품명: 루이비통 피그먼트 오거나이저 
* NFC 

사이즈: One size 

상태: S+

구성품: 쇼핑백, 박스, 더스트백, 끈, 본품 

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

명품감정사 1급 자격 보유 중, 여러 차례 검수 후 업로드합니다. 

가품인 경우 100% 환불, 그 외에 환불 및 교환 불가합니다. 

직거래 또는 계좌거래만 하는 점 양해 부탁드립니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

N: 새상품 상태 

S+: 사용감 거의 없는 최상급 상태 

S: 전체적으로 깨끗한 상급 상태 

A+: 사용감은 있으나 관리 잘 된 양호 상태 

A: 일반적인 중고 상태 

* 등급은 주관적 판단이며, 상세 상태는 사진 참고 부탁드립니다.",47,0,2026-06-19,,0,650000
229636686,3,3,중고나라,1회,[1회착용/씰미제거] 3 / 톰브라운 밀라노 스티치 금장 가디건,"제품명: 톰브라운 밀라노 스티치 금장 가디건 

사이즈: 3 size

상태: S+
* 모든 단추 보호 씰 미제거 

구성품: 비닐, 본품

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

명품감정사 1급 자격 보유 중, 여러 차례 검수 후 업로드합니다. 

가품인 경우 100% 환불, 그 외에 환불 및 교환 불가합니다. 

직거래 또는 계좌거래만 하는 점 양해 부탁드립니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

N: 새상품 상태 

S+: 사용감 거의 없는 최상급 상태 

S: 전체적으로 깨끗한 상급 상태 

A+: 사용감은 있으나 관리 잘 된 양호 상태 

A: 일반적인 중고 상태 

* 등급은 주관적 판단이며, 상세 상태는 사진 참고 부탁드립니다.",38,0,2026-06-19,,0,875000
229538963,3,3,중고나라,1회,[1회착용/풀구성] GM / 고야드 쥬방스 토일렛 클러치백 네이비,"제품명: 고야드 쥬방스 토일렛백

사이즈: GM size

상태: S+

구성품: 크림 봉투, 쇼핑백, 더스트백, 품질보증서, 택, 본품 등

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

명품감정사 1급 자격 보유 중, 여러 차례 검수 후 업로드합니다. 

가품인 경우 100% 환불, 그 외에 환불 및 교환 불가합니다. 

직거래 또는 계좌거래만 하는 점 양해 부탁드립니다.

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 

N: 새상품 상태 

S+: 사용감 거의 없는 최상급 상태 

S: 전체적으로 깨끗한 상급 상태 

A+: 사용감은 있으나 관리 잘 된 양호 상태 

A: 일반적인 중고 상태 

* 등급은 주관적 판단이며, 상세 상태는 사진 참고 부탁드립니다.",76,0,2026-06-19,,0,1500000
228976767,3,3,중고나라,1회,슈콤마보니 양가죽 기본쉐입 앵클부츠 235mm 1회 실착(정가42만원),"슈콤마보니 양가죽 기본쉐입 앵클부츠 입니다.
자차로 쇼핑몰 갈때 1회 시착 해서 굽까짐없고 밑창도 매우매우 깨끗합니다.

박스에 습자지 모두 넣고 보관해서 상태 매우 좋습니다.
사이즈는 235mm로 정사이즈분들께 추천드립니다.

구매가는 42만원이었고 공식홈페이지에서 구매했습니다.
자세한 상태 사진원하시면 채팅 주세요.
교환 환불 ? 미리 양해부탁드려요.

사이즈 235mm",104,1,2026-06-19,,1,140000
229630985,3,3,중고나라,1회,(전권완벽책꺼풀) 원피스(ONE PIECE) 1~83권+구매후1~2회독후보관정도 *전권상태속지까지동영상(구글드라이브,"**(서로를 위해)만화책 보내기전에 정확하게 전면 사진 다시 자세히 찍어놓고 택배상자에 상품 넣고 테잎붙이는장면까지 원테이크 동영상 남겨놓습니다(설명외 상품이상없음을 증명위해) 반품쉽게 생각하시는 분이나(글로 설명한 흠이나 사진에 나와있는 흠으로 인한 절대 환불불가 환불시 사진찍어놓은상태 그대로 반납) 제품수령후 구매확정 늦게 눌르는분은 구매 말아주세요

*자세한 사진과 내용은
""원피스(ONE PIECE) 1~83권+전권완벽 책꺼풀(책커버) 구매후 1~2회독 후 보관 *상태 사진과 동영상(내부속지싹전부-->동영상은구글드라이브) 자세히 올림 33만원(택배비5천원별도)(상태아주좋음)""
라는 제목으로 중고나라까페에서 있습니다 꼭 완벽히 숙지한 분만 구매해주세요(앱에는 사진10장밖에 안올라갑니다)

**대충 책꺼풀싼거아니고 책과 비닐사이 틈도 거의없이(유격이없다고하죠) 싸려고 노력한 책들입니다 평생보관하려고 하다못해 테잎도 3m제품으로 사용하고 책꺼풀비닐 가격만생각해도 가격적으로는 손해보실일 없을겁니다 엄청난 시간과 노력과 돈이 들었습니다 수집병때문에 방과 거실 공간조차 없어져 현타와서 내놓는거니 반로또라고 생각하셔도 됩니다(순전히 만화책값원가도 못건지는가격입니다)

**클릭한번으로 속지상태까지 자세히찍힌 만화책상태 동영상 보내드리고 만족하고 환불없다는 약속받고만 판매합니다
(정말 드물게 이렇게까지 보여드리고 알려드려고 꼭 뒤에가서 돈썼다는거 자체가 억울해서 딴소리하시는 성격이신분들이
있는데 그런 분들과는 절대 거래안합니다)-->완벽히 상태알려드리니 절대절대 본인스스로 납득하고 만족한분만 구매해주세요 절대 본인이 좀 비정상인면이 있다고 생각하시는분은 구매하지마세요 너무 힘듭니다(만화책샀다고 특히 부인분과 트러블일어나는 경우가 많던데 그런거까지 엮이고싶지않아요 제발 구매 참아주세요)",60,0,2026-06-19,,0,319800
229613079,3,3,중고나라,1회,한국어문교육연구회 한자 특급1/ 특급2,"■한국어문교육연구회 한자 특급1/ 특급2

● 직거래 ㅡ 안양시 동안구 일동로 170 
 http://naver.me/GRfqQNAx
 (*DM힐스* 근처 ☞ 산 쪽에 있는 길)

?? 주의 사항 ㅡ 중고 상품 거래 특성상 교환이나
환불은 불가하오니, 신중히 구매하시기 바랍니다.
《구두 예약보다 선입금한 분을 우선으로 합니다》

??일반택배 4,000원 / 편의점 반값 2,000원??
※※※ 환불시 택배비는 구매자가 부담한다 ※※※",38,0,2026-06-19,,0,50000
229806713,3,3,중고나라,1회,수능 시대인재 서바이벌 모의고사 온라인 1회 화학1,"시대인재 수능 화학의 시대인재 서바이벌 모의고사 온라인 1회 과학탐구영역 화학1 교재입니다.

강의교재 및 학습용 교재로 사용하실 분은 수강하시려는 강의 교재 여부, 교재번호, ISBN 등을 통해 상품에 대한 정보를 정확히 확인하신 후 구매바랍니다.

혹시 판매자 상점에 없는 다른 교재나 도서 구매를 희망하신다면, 언제든지 문의주시면 구매 가능 여부와 비용을 확인해드리겠습니다.

[출판사 서평]
- 수능 화학 실전 모의고사
- 만점으로 가는 지름길 콘텐츠
- 시대인재학원 서바이벌 모의고사
- 비교불가 최상의 서바이벌 수능 모의고사
- 서울대 의예과 강남3구 합격생 27명 중 23명 (시대인재학원 현강생 기준)
- 수능 전과목 만점자 9명 중 5명 배출 (시대인재학원 현강생 기준)

[판매정보]
- 상태: 필기 없음
- 판매가: 표시가격 참고
- 배송비: 착불 (묶음배송 가능)
- 선불배송: 3,800원 (도서지역 700원 추가)
- 무료배송: 판매자 물품 4만원 이상 묶음구매시 무료배송

[주의사항]
- 착불배송: 주소지, 무게 등에 따라 택배비 변동이 발생합니다. 정확한 배송비는 택배를 접수해야만 알 수 있는데 경험상 4.5천원 전후 정도 나올 것 같습니다.
- 묶음배송: 택배발송 전 같은 주소로 여러 상품을 결제했을 경우 자동으로 묶음배송으로 처리해드립니다.
- 안전거래: 안전거래 시스템상 배송비 결제 기능이 지원되지 않을 경우 배송비는 착불로 부과됩니다.

[물품정보]
- 도서: 시대인재 서바이벌 모의고사 온라인 1회 과학탐구영역 화학 I
- 출판: 시대인재학원
- 집필: 시대인재입시평가연구소
- 분류: 대학수학능력시험 화학영역
- ISBN/코드: -
- 정가: 33,000원

오래된 구형 스마트폰이라서 카메라에 이상이 있어 사진 일부분에 간헐적으로 살짝 멍 같은 부분이나 작은 검은 점 같은 노이즈가 표시될 수도 있습니다. 너그러이 양해해주시면 감사하겠습니다.

아울러, 시중 출판 도서를 할인 발주할 권한이 매주 들어오는데, 제가 필요한 책을 사고도 남아",4,0,2026-06-19,,0,4800
229806660,3,3,중고나라,1회,수능 시대인재 서바이벌 모의고사 온라인 1회 수학 가형,"시대인재 수능 수학의 시대인재 서바이벌 모의고사 온라인 1회 수학영역 가형 교재입니다.

강의교재 및 학습용 교재로 사용하실 분은 수강하시려는 강의 교재 여부, 교재번호, ISBN 등을 통해 상품에 대한 정보를 정확히 확인하신 후 구매바랍니다.

혹시 판매자 상점에 없는 다른 교재나 도서 구매를 희망하신다면, 언제든지 문의주시면 구매 가능 여부와 비용을 확인해드리겠습니다.

[출판사 서평]
- 수능 수학 실전 모의고사
- 만점으로 가는 지름길 콘텐츠
- 시대인재학원 서바이벌 모의고사
- 비교불가 최상의 서바이벌 수능 모의고사
- 서울대 의예과 강남3구 합격생 27명 중 23명 (시대인재학원 현강생 기준)
- 수능 전과목 만점자 9명 중 5명 배출 (시대인재학원 현강생 기준)

[판매정보]
- 상태: 필기 없음
- 판매가: 표시가격 참고
- 배송비: 착불 (묶음배송 가능)
- 선불배송: 3,800원 (도서지역 700원 추가)
- 무료배송: 판매자 물품 4만원 이상 묶음구매시 무료배송

[주의사항]
- 착불배송: 주소지, 무게 등에 따라 택배비 변동이 발생합니다. 정확한 배송비는 택배를 접수해야만 알 수 있는데 경험상 4.5천원 전후 정도 나올 것 같습니다.
- 묶음배송: 택배발송 전 같은 주소로 여러 상품을 결제했을 경우 자동으로 묶음배송으로 처리해드립니다.
- 안전거래: 안전거래 시스템상 배송비 결제 기능이 지원되지 않을 경우 배송비는 착불로 부과됩니다.

[물품정보]
- 도서: 시대인재 서바이벌 모의고사 온라인 1회 수학영역 가형
- 출판: 시대인재학원
- 집필: 시대인재입시평가연구소
- 분류: 대학수학능력시험 수학영역
- ISBN/코드: -
- 정가: 33,000원

오래된 구형 스마트폰이라서 카메라에 이상이 있어 사진 일부분에 간헐적으로 살짝 멍 같은 부분이나 작은 검은 점 같은 노이즈가 표시될 수도 있습니다. 너그러이 양해해주시면 감사하겠습니다.

아울러, 시중 출판 도서를 할인 발주할 권한이 매주 들어오는데, 제가 필요한 책을 사고도 남아서요, 혹시",8,0,2026-06-19,,0,4800
229805957,3,3,중고나라,1회,나이키우먼스 인터내셔널225 해외정품 1회실착,"??제발 읽고 문의 구매
??택배가 불가한 물건외엔 CJ빠른일반택배 거래만
??답장이 없을땐!
글을 읽지않고 무작정 쳇주신분의 문의는 무의미해 답장이 없는것이니 다시 천천히 읽고 사진도 넘겨본후 꼭 필요한 문의바랍니다
??반값택배??
?? 무조건 3천원에 보냄 빠른 일반택배
??중고거래인만큼 환불 불가

??직거래장소
https://naver.me/FzIckY2K
도로명)서울 노원구 상계로9가길34
지번)상계동 389-510
1층 카페 만월경앞

??위 물건의 중고기준 상태????
최상급?? 상급 중급




















운동화 스니커즈 헬스 러닝 런닝 트래킹 꾸안꾸 유행 트레이닝 골프화 볼링 테니스 죠깅 필라테스 탁구 등산화배드민턴 스투시 스우시 골프 민소매 타미 꼼데 마르디 나이키 유로파 폴로 아디다스 빈티지 y2k 레트로",4,0,2026-06-19,,0,50000
228132993,3,3,중고나라,1회,루이비통 카퓌신 BB M22514 (한정 컬러) / 1회사용 / 풀구성 / 신세계 구매,"루이비통 카퓌신 BB M22514 판매합니다.

? 2023년 5월 30일 신세계 영등포 타임스퀘어점 구매? 구매가 931만원 (부가세 포함)? 실사용 1회, 거의 새상품급 컨디션? 현재 매장 구매 어려운 모델

? 구성품: 박스 / 더스트백 / 쇼핑백 / 영수증 / 스카프 등 전부 보유 (풀구성)

[상태]모서리 까짐, 오염, 스크래치 없이 매우 깨끗합니다.내부 사용감도 거의 없습니다.보관만 해온 상태라 예민하신 분도 만족하실 컨디션입니다.

[정품]신세계 구매 영수증 보유 (사진 확인 가능)

[거래]고가 제품이라 직거래 선호 (서울)안전결제/택배 거래 가능

?? 가격: 650만원(무리한 네고는 정중히 사양합니다)

※ 거의 새상품 상태라 구매 의사 있으신 분만 문의 부탁드립니다.
@@스카프 제외입니다@@",114,5,2026-06-19,,1,6200000
